City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Paris,1924,Rowing,Rowing,"LITTLE, Harold",CAN,Men,eight with coxswain (8+),M,Silver
Paris,1924,Rowing,Rowing,"SMITH, John",CAN,Men,eight with coxswain (8+),M,Silver
Paris,1924,Rowing,Rowing,"SNYDER, Warren",CAN,Men,eight with coxswain (8+),M,Silver
Paris,1924,Rowing,Rowing,"TAYLOR, Norman",CAN,Men,eight with coxswain (8+),M,Silver
Paris,1924,Rowing,Rowing,"WALLACE, William",CAN,Men,eight with coxswain (8+),M,Silver
Paris,1924,Rowing,Rowing,"ALBRECHT, Emile",SUI,Men,four without coxswain (4-),M,Bronze
Paris,1924,Rowing,Rowing,"PROBST, Alfred",SUI,Men,four without coxswain (4-),M,Bronze
Paris,1924,Rowing,Rowing,"SIGG, Eugen",SUI,Men,four without coxswain (4-),M,Bronze
Paris,1924,Rowing,Rowing,"WALTER, Hans",SUI,Men,four without coxswain (4-),M,Bronze
Paris,1924,Rowing,Rowing,"ELEY, Charles",GBR,Men,four without coxswain (4-),M,Gold
Paris,1924,Rowing,Rowing,"MACNABB, James",GBR,Men,four without coxswain (4-),M,Gold
Paris,1924,Rowing,Rowing,"MORRISON, Robert",GBR,Men,four without coxswain (4-),M,Gold
Paris,1924,Rowing,Rowing,"SANDERS, Terence",GBR,Men,four without coxswain (4-),M,Gold
Paris,1924,Rowing,Rowing,"BLACK, Archibald",CAN,Men,four without coxswain (4-),M,Silver
Paris,1924,Rowing,Rowing,"MACKAY, George",CAN,Men,four without coxswain (4-),M,Silver
Paris,1924,Rowing,Rowing,"MARIACHER, A.",CAN,Men,four without coxswain (4-),M,Silver
Paris,1924,Rowing,Rowing,"WOOD, William",CAN,Men,four without coxswain (4-),M,Silver
Paris,1924,Rowing,Rowing,"GERHARDT, Robert",USA,Men,four-oared shell with coxswain (4-),M,Bronze
Paris,1924,Rowing,Rowing,"JELINEK, Sidney",USA,Men,four-oared shell with coxswain (4-),M,Bronze
Paris,1924,Rowing,Rowing,"KENNEDY, John",USA,Men,four-oared shell with coxswain (4-),M,Bronze
Paris,1924,Rowing,Rowing,"MITCHELL, Edward",USA,Men,four-oared shell with coxswain (4-),M,Bronze
Paris,1924,Rowing,Rowing,"WELSFORD, Henry",USA,Men,four-oared shell with coxswain (4-),M,Bronze
Paris,1924,Rowing,Rowing,"ALBRECHT, Emile",SUI,Men,four-oared shell with coxswain (4-),M,Gold
Paris,1924,Rowing,Rowing,"LOSSLI, Walter",SUI,Men,four-oared shell with coxswain (4-),M,Gold
Paris,1924,Rowing,Rowing,"PROBST, Alfred",SUI,Men,four-oared shell with coxswain (4-),M,Gold
Paris,1924,Rowing,Rowing,"SIGG, Eugen",SUI,Men,four-oared shell with coxswain (4-),M,Gold
Paris,1924,Rowing,Rowing,"WALTHER, Hans",SUI,Men,four-oared shell with coxswain (4-),M,Gold
Paris,1924,Rowing,Rowing,"BARBEROLLE, Ernest",FRA,Men,four-oared shell with coxswain (4-),M,Silver
Paris,1924,Rowing,Rowing,"CONSTANT, Eugène",FRA,Men,four-oared shell with coxswain (4-),M,Silver
Paris,1924,Rowing,Rowing,"GRESSIER, Louis A.",FRA,Men,four-oared shell with coxswain (4-),M,Silver
Paris,1924,Rowing,Rowing,"LECOINTE, Georges",FRA,Men,four-oared shell with coxswain (4-),M,Silver
Paris,1924,Rowing,Rowing,"TALLEUX, Raymond",FRA,Men,four-oared shell with coxswain (4-),M,Silver
Paris,1924,Rowing,Rowing,"BUTLER, Leon",USA,Men,pair-oared shell with coxswain (2+),M,Bronze
Paris,1924,Rowing,Rowing,"JENNINGS, Edward Francis",USA,Men,pair-oared shell with coxswain (2+),M,Bronze
Paris,1924,Rowing,Rowing,"WILSON, Harold",USA,Men,pair-oared shell with coxswain (2+),M,Bronze
Paris,1924,Rowing,Rowing,"CANDEVEAU, Edouard",SUI,Men,pair-oared shell with coxswain (2+),M,Gold
Paris,1924,Rowing,Rowing,"FELBER, Alfred",SUI,Men,pair-oared shell with coxswain (2+),M,Gold
Paris,1924,Rowing,Rowing,"LACHAPELLE, Emil",SUI,Men,pair-oared shell with coxswain (2+),M,Gold
Paris,1924,Rowing,Rowing,"OLGENI, Ercole",ITA,Men,pair-oared shell with coxswain (2+),M,Silver
Paris,1924,Rowing,Rowing,"SCATTURIN, Giovanni",ITA,Men,pair-oared shell with coxswain (2+),M,Silver
Paris,1924,Rowing,Rowing,"SOPRACORDEVOLE, Gino",ITA,Men,pair-oared shell with coxswain (2+),M,Silver
Paris,1924,Rowing,Rowing,"SCHNEIDER, Josef",SUI,Men,single sculls (1x),M,Bronze
Paris,1924,Rowing,Rowing,"BERESFORD, Jack",GBR,Men,single sculls (1x),M,Gold
Paris,1924,Rowing,Rowing,"GILMORE, Williams  E.Garrett",USA,Men,single sculls (1x),M,Silver
Paris,1924,Rugby,Rugby,"ANASTASIADE, N.",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"ARMASEL, Dumitru",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"BENTIA, Gheorghe",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"COCIOCIAHO, J.",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"CRATUNESCO, C.",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"FLORIAN, Theodor",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"GARLESTEANO, J.",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"GHITZULESCO, P.",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"LOUKIDY, O.",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"MANO, H.",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"MARASCO, Nicolae",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"MARIAN, Theodor",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"MICHAILESCO, Sorin",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"NEDELCOVICI, Paul",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"NEMESCH, Iosif",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"SFETESCU, Eugen",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"SFETESCU, Mircea",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"STERIAN, Soare",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"STROESCO, M.",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"TANASESCU, Atanasie",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"VARDALA, Mihail",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"VIDRASHCU, Paul",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"VOLVOREANU, Dumitru",ROU,Men,rugby,M,Bronze
Paris,1924,Rugby,Rugby,"AUSTIN, C.",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"BROWN, R.",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"CASHEL, J.",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"CLARK, P.",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"CLEAVELAND, Norman",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"CUNNINGHAM, H.",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"DE GROOT, Dudley",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"DEVEREAUX, Robert",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"DIXON, Georges",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"DOE, Charles Webster",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"FARRISH, Linn Markley",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"GRAFF, Edward",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"GRONDONA, C.",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"HUNTER, Joseph Garvin",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"HYLAND, Richard Frank",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"MANELLI, Caesar",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"MEHAN, Charles Thomas",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"MULDOON, William",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"O'NEIL, John T.",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"PATRICK, John Clarence",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"ROGERS, William Lister",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"SCHOLZ, Rudolph John",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"SLATER, Colby Edward",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"SLATER, Norman Bernard",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"TILDEN, Charles Lee",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"TURKINGTON, Edward L.",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"VALENTINE, Alan Chester",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"WILLIAMS, Alan Frank",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"WINSTON, J.",USA,Men,rugby,M,Gold
Paris,1924,Rugby,Rugby,"ABRAHAM, F.",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"ARAOU, René",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"BAYARD, Jean",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"BEGUET, Louis",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"BEHOTEGUY, André",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"BESSON, M.",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"BIOUSSA, Alexandre",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"BONNES, Etienne",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"BORDE, François",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"BOUSQUET, Adolphe René",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"CASSAYET, Aimé",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"CAYROL, F.",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"CLAUZEL, F.",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"DUPONT, Clément",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"DUPOUY, Albert",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"ETCHEBERRY, Jean",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"FRAYSSINET, E.",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"GALAU, Henri",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"GERENTES, Gilbert",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"GONNET, C.",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"GOT, Raoul",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"JAUREGUY, Adolphe",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"LASSERRE, René",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"LEPATEY, L.",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"LUBIN-LEBRÈRE, Marcel-Frédéric",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"MONTADE, C.",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"PIQUIRAL, Etienne",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"PITEU, R.",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"RIBERE, E.",FRA,Men,rugby,M,Silver
Paris,1924,Rugby,Rugby,"VAYSSE, Jean",FRA,Men,rugby,M,Silver
Paris,1924,Sailing,Sailing,"CARP, Johan Robbert",NED,Men,6m,X,Bronze
Paris,1924,Sailing,Sailing,"GUEPIN, Antonij Johannes",NED,Men,6m,X,Bronze
Paris,1924,Sailing,Sailing,"VREEDE, Jan Anthony",NED,Men,6m,X,Bronze
Paris,1924,Sailing,Sailing,"DAHL, Christopher Johan",NOR,Men,6m,X,Gold
Paris,1924,Sailing,Sailing,"LUNDE, Eugen Peder",NOR,Men,6m,X,Gold
Paris,1924,Sailing,Sailing,"LUNDGREN, Anders",NOR,Men,6m,X,Gold
Paris,1924,Sailing,Sailing,"DEGN, Knud Oluf",DEN,Men,6m,X,Silver
Paris,1924,Sailing,Sailing,"NIELSEN, Christian Sören",DEN,Men,6m,X,Silver
Paris,1924,Sailing,Sailing,"VETT, Vilhelm",DEN,Men,6m,X,Silver
Paris,1924,Sailing,Sailing,"BREGUET, Louis",FRA,Men,8m,X,Bronze
Paris,1924,Sailing,Sailing,"GANTHIER, P.",FRA,Men,8m,X,Bronze
Paris,1924,Sailing,Sailing,"GIRARDET, R.",FRA,Men,8m,X,Bronze
Paris,1924,Sailing,Sailing,"GUERRIER, A.",FRA,Men,8m,X,Bronze
Paris,1924,Sailing,Sailing,"MOLLARD, Georges",FRA,Men,8m,X,Bronze
Paris,1924,Sailing,Sailing,"BOCKELIE, Rick Marlow",NOR,Men,8m,X,Gold
Paris,1924,Sailing,Sailing,"HAGEN, Harald",NOR,Men,8m,X,Gold
Paris,1924,Sailing,Sailing,"NIELSEN, Ingar",NOR,Men,8m,X,Gold
Paris,1924,Sailing,Sailing,"RINGVOLD, Carl August",NOR,Men,8m,X,Gold
Paris,1924,Sailing,Sailing,"RINGVOLD, Carl August Jr.",NOR,Men,8m,X,Gold
Paris,1924,Sailing,Sailing,"JACOB, Edwin Ellis",GBR,Men,8m,X,Silver
Paris,1924,Sailing,Sailing,"RIGGS, Thomas Cooper",GBR,Men,8m,X,Silver
Paris,1924,Sailing,Sailing,"RIGGS, Walter",GBR,Men,8m,X,Silver
Paris,1924,Sailing,Sailing,"RONEY, Ernest John",GBR,Men,8m,X,Silver
Paris,1924,Sailing,Sailing,"DITTMAR, Hans Erik",FIN,Men,olympic class monotype,X,Bronze
Paris,1924,Sailing,Sailing,"HUYBRECHTS, Léon",BEL,Men,olympic class monotype,X,Gold
Paris,1924,Sailing,Sailing,"ROBERT, Henrik",NOR,Men,olympic class monotype,X,Silver
Paris,1924,Shooting,Shooting,"SWAHN, Alfred",SWE,Men,"100m running deer, double shots",M,Bronze
Paris,1924,Shooting,Shooting,"LILLOE-OLSEN, Ole Andreas",NOR,Men,"100m running deer, double shots",M,Gold
Paris,1924,Shooting,Shooting,"MACKWORTH-PRAED, Cyril Winthrop",GBR,Men,"100m running deer, double shots",M,Silver
Paris,1924,Shooting,Shooting,"BENEDICKS, Edward",SWE,Men,"100m running deer, double shots, team",M,Bronze
Paris,1924,Shooting,Shooting,"EKBLOM, Axel W.",SWE,Men,"100m running deer, double shots, team",M,Bronze
Paris,1924,Shooting,Shooting,"JOHANSSON, G. Mauritz",SWE,Men,"100m running deer, double shots, team",M,Bronze
Paris,1924,Shooting,Shooting,"LANDELIUS, P. Fredric",SWE,Men,"100m running deer, double shots, team",M,Bronze
Paris,1924,Shooting,Shooting,"SVENSSON, Karl-Gustaf E.",SWE,Men,"100m running deer, double shots, team",M,Bronze
Paris,1924,Shooting,Shooting,"SWAHN, Alfred",SWE,Men,"100m running deer, double shots, team",M,Bronze
Paris,1924,Shooting,Shooting,"FAUNTHORPE, John Champion",GBR,Men,"100m running deer, double shots, team",M,Gold
Paris,1924,Shooting,Shooting,"MACKWORTH-PRAED, Cyril Winthrop",GBR,Men,"100m running deer, double shots, team",M,Gold
Paris,1924,Shooting,Shooting,"NEAME, Philip",GBR,Men,"100m running deer, double shots, team",M,Gold
Paris,1924,Shooting,Shooting,"O'LEARY, John J.",GBR,Men,"100m running deer, double shots, team",M,Gold
Paris,1924,Shooting,Shooting,"PERRY, Herbert Spencer",GBR,Men,"100m running deer, double shots, team",M,Gold
Paris,1924,Shooting,Shooting,"WHITTY, Allen",GBR,Men,"100m running deer, double shots, team",M,Gold
Paris,1924,Shooting,Shooting,"LIBERG, Einar",NOR,Men,"100m running deer, double shots, team",M,Silver
Paris,1924,Shooting,Shooting,"LILLOE-OLSEN, Ole Andreas",NOR,Men,"100m running deer, double shots, team",M,Silver
Paris,1924,Shooting,Shooting,"NATVIG, Harald",NOR,Men,"100m running deer, double shots, team",M,Silver
Paris,1924,Shooting,Shooting,"NORDVIK, Hans",NOR,Men,"100m running deer, double shots, team",M,Silver
Paris,1924,Shooting,Shooting,"OLSEN, Otto M.",NOR,Men,"100m running deer, double shots, team",M,Silver
Paris,1924,Shooting,Shooting,"WESMANN-KJAER, Oluf",NOR,Men,"100m running deer, double shots, team",M,Silver
Paris,1924,Shooting,Shooting,"OLSEN, Otto M.",NOR,Men,"100m running deer, single shots",M,Bronze
Paris,1924,Shooting,Shooting,"BOLES, John Keith",USA,Men,"100m running deer, single shots",M,Gold
Paris,1924,Shooting,Shooting,"MACKWORTH-PRAED, Cyril Winthrop",GBR,Men,"100m running deer, single shots",M,Silver
Paris,1924,Shooting,Shooting,"BOLES, John Keith",USA,Men,"100m running deer, single shots, team",M,Bronze
Paris,1924,Shooting,Shooting,"COULTER, Raymond Orville",USA,Men,"100m running deer, single shots, team",M,Bronze
Paris,1924,Shooting,Shooting,"FENTON, Dennis",USA,Men,"100m running deer, single shots, team",M,Bronze
Paris,1924,Shooting,Shooting,"STOKES, Walter Raymond",USA,Men,"100m running deer, single shots, team",M,Bronze
Paris,1924,Shooting,Shooting,"LIBERG, Einar",NOR,Men,"100m running deer, single shots, team",M,Gold
Paris,1924,Shooting,Shooting,"LILLOE-OLSEN, Ole Andreas",NOR,Men,"100m running deer, single shots, team",M,Gold
Paris,1924,Shooting,Shooting,"NATVIG, Harald",NOR,Men,"100m running deer, single shots, team",M,Gold
Paris,1924,Shooting,Shooting,"NORDVIK, Hans",NOR,Men,"100m running deer, single shots, team",M,Gold
Paris,1924,Shooting,Shooting,"OLSEN, Otto M.",NOR,Men,"100m running deer, single shots, team",M,Gold
Paris,1924,Shooting,Shooting,"WESMANN-KJAER, Oluf",NOR,Men,"100m running deer, single shots, team",M,Gold
Paris,1924,Shooting,Shooting,"HULTBERG, Otto F.",SWE,Men,"100m running deer, single shots, team",M,Silver
Paris,1924,Shooting,Shooting,"JOHANSSON, G. Mauritz",SWE,Men,"100m running deer, single shots, team",M,Silver
Paris,1924,Shooting,Shooting,"LANDELIUS, P. Fredric",SWE,Men,"100m running deer, single shots, team",M,Silver
Paris,1924,Shooting,Shooting,"RICHTER, Karl G. B.",SWE,Men,"100m running deer, single shots, team",M,Silver
Paris,1924,Shooting,Shooting,"SVENSSON, Karl-Gustaf E.",SWE,Men,"100m running deer, single shots, team",M,Silver
Paris,1924,Shooting,Shooting,"SWAHN, Alfred",SWE,Men,"100m running deer, single shots, team",M,Silver
Paris,1924,Shooting,Shooting,"HANNELIUS, Lennart Wilhelm",FIN,Men,25m rapid fire pistol (60 shots),M,Bronze
Paris,1924,Shooting,Shooting,"BAILEY, Henry Marvin",USA,Men,25m rapid fire pistol (60 shots),M,Gold
Paris,1924,Shooting,Shooting,"CARLBERG, G. Vilhelm",SWE,Men,25m rapid fire pistol (60 shots),M,Silver
Paris,1924,Shooting,Shooting,"AUGUSTIN, Ludovic",HAI,Men,"400, 600, 800m free rifle, team",M,Bronze
Paris,1924,Shooting,Shooting,"CLERMONT, L. H.",HAI,Men,"400, 600, 800m free rifle, team",M,Bronze
Paris,1924,Shooting,Shooting,"DESTINE, Destin",HAI,Men,"400, 600, 800m free rifle, team",M,Bronze
Paris,1924,Shooting,Shooting,"DUPRE, C.",HAI,Men,"400, 600, 800m free rifle, team",M,Bronze
Paris,1924,Shooting,Shooting,"METULLUS, St Eloi",HAI,Men,"400, 600, 800m free rifle, team",M,Bronze
Paris,1924,Shooting,Shooting,"ROLLAND, Astrel",HAI,Men,"400, 600, 800m free rifle, team",M,Bronze
Paris,1924,Shooting,Shooting,"VALBORGE, Ludovic",HAI,Men,"400, 600, 800m free rifle, team",M,Bronze
Paris,1924,Shooting,Shooting,"COULTER, Raymond Orville",USA,Men,"400, 600, 800m free rifle, team",M,Gold
Paris,1924,Shooting,Shooting,"CROCKETT, Joseph W.",USA,Men,"400, 600, 800m free rifle, team",M,Gold
Paris,1924,Shooting,Shooting,"FISHER, Morris",USA,Men,"400, 600, 800m free rifle, team",M,Gold
Paris,1924,Shooting,Shooting,"HINDS, Sidney Rae",USA,Men,"400, 600, 800m free rifle, team",M,Gold
Paris,1924,Shooting,Shooting,"STOKES, Walter Raymond",USA,Men,"400, 600, 800m free rifle, team",M,Gold
Paris,1924,Shooting,Shooting,"COLAS, Paul René",FRA,Men,"400, 600, 800m free rifle, team",M,Silver
Paris,1924,Shooting,Shooting,"COURQUIN, Albert",FRA,Men,"400, 600, 800m free rifle, team",M,Silver
Paris,1924,Shooting,Shooting,"HARDY, Pierre",FRA,Men,"400, 600, 800m free rifle, team",M,Silver
Paris,1924,Shooting,Shooting,"JOHNSON, Léon",FRA,Men,"400, 600, 800m free rifle, team",M,Silver
Paris,1924,Shooting,Shooting,"PARMENTIER, André",FRA,Men,"400, 600, 800m free rifle, team",M,Silver
Paris,1924,Shooting,Shooting,"ROES, Georges",FRA,Men,"400, 600, 800m free rifle, team",M,Silver
Paris,1924,Shooting,Shooting,"HARTMANN, Josias",SUI,Men,50m rifle prone (60 shots),M,Bronze
Paris,1924,Shooting,Shooting,"COQUELIN DE LISLE, Pierre",FRA,Men,50m rifle prone (60 shots),M,Gold
Paris,1924,Shooting,Shooting,"DINWIDDIE, Marcus William",USA,Men,50m rifle prone (60 shots),M,Silver
Paris,1924,Shooting,Shooting,"LARSEN, Niels Hansen Ditlev",DEN,Men,"600m free rifle, individual",M,Bronze
Paris,1924,Shooting,Shooting,"FISHER, Morris",USA,Men,"600m free rifle, individual",M,Gold
Paris,1924,Shooting,Shooting,"OSBURN, Carl Townsend",USA,Men,"600m free rifle, individual",M,Silver
Paris,1924,Shooting,Shooting,"EKMAN, Werner R. N.",FIN,Men,"clay pigeons, team",M,Bronze
Paris,1924,Shooting,Shooting,"HUBER, Konrad Walentin",FIN,Men,"clay pigeons, team",M,Bronze
Paris,1924,Shooting,Shooting,"HUBER, Robert Valdemar",FIN,Men,"clay pigeons, team",M,Bronze
Paris,1924,Shooting,Shooting,"NORDBLAD, Georg J. W.",FIN,Men,"clay pigeons, team",M,Bronze
Paris,1924,Shooting,Shooting,"TIKKANEN, Robert",FIN,Men,"clay pigeons, team",M,Bronze
Paris,1924,Shooting,Shooting,"WEGELIUS, Karl Magnus",FIN,Men,"clay pigeons, team",M,Bronze
Paris,1924,Shooting,Shooting,"ETCHEN, Frederick R.",USA,Men,"clay pigeons, team",M,Gold
Paris,1924,Shooting,Shooting,"HUGUES, F. H.",USA,Men,"clay pigeons, team",M,Gold
Paris,1924,Shooting,Shooting,"MOEL, J.",USA,Men,"clay pigeons, team",M,Gold
Paris,1924,Shooting,Shooting,"PLATT, Clarence B.",USA,Men,"clay pigeons, team",M,Gold
Paris,1924,Shooting,Shooting,"SHARMAN, Samuel",USA,Men,"clay pigeons, team",M,Gold
Paris,1924,Shooting,Shooting,"SILKWORTH, William",USA,Men,"clay pigeons, team",M,Gold
Paris,1924,Shooting,Shooting,"BARNES, W.",CAN,Men,"clay pigeons, team",M,Silver
Paris,1924,Shooting,Shooting,"BEATTIE, George",CAN,Men,"clay pigeons, team",M,Silver
Paris,1924,Shooting,Shooting,"BLACK, John Hutchinson",CAN,Men,"clay pigeons, team",M,Silver
Paris,1924,Shooting,Shooting,"MONTGOMERY, Robert James",CAN,Men,"clay pigeons, team",M,Silver
Paris,1924,Shooting,Shooting,"NEWTON, S. R.",CAN,Men,"clay pigeons, team",M,Silver
Paris,1924,Shooting,Shooting,"VANCE, Samuel Goodwin",CAN,Men,"clay pigeons, team",M,Silver
Paris,1924,Shooting,Shooting,"HUGHES, Frank",USA,Men,trap (125 targets),M,Bronze
Paris,1924,Shooting,Shooting,"HALASY, Gyula",HUN,Men,trap (125 targets),M,Gold
Paris,1924,Shooting,Shooting,"HUBER, Konrad Walentin",FIN,Men,trap (125 targets),M,Silver
Paris,1924,Tennis,Tennis,"BOROTRA, Jean R.",FRA,Men,doubles,M,Bronze
Paris,1924,Tennis,Tennis,"LACOSTE, Jean René",FRA,Men,doubles,M,Bronze
Paris,1924,Tennis,Tennis,"HUNTER, Francis Townsend",USA,Men,doubles,M,Gold
Paris,1924,Tennis,Tennis,"RICHARDS, Vincent",USA,Men,doubles,M,Gold
Paris,1924,Tennis,Tennis,"BRUGNON, Jacques",FRA,Men,doubles,M,Silver
Paris,1924,Tennis,Tennis,"COCHET, Henri",FRA,Men,doubles,M,Silver
Paris,1924,Tennis,Tennis,"COLYER, Evelyn Lucy",GBR,Women,doubles,W,Bronze
Paris,1924,Tennis,Tennis,"SHEPHERD BARRON, Dorothy Cunliffe",GBR,Women,doubles,W,Bronze
Paris,1924,Tennis,Tennis,"WIGHTMAN, Hazel Virginia",USA,Women,doubles,W,Gold
Paris,1924,Tennis,Tennis,"WILLS-MOODY, Helen",USA,Women,doubles,W,Gold
Paris,1924,Tennis,Tennis,"COVELL, Phyllis Lindrea",GBR,Women,doubles,W,Silver
Paris,1924,Tennis,Tennis,"MAC KANE, Kathleen",GBR,Women,doubles,W,Silver
Paris,1924,Tennis,Tennis,"TIMMER, Hendrik",NED,Men,mixed doubles,X,Bronze
Paris,1924,Tennis,Tennis,"WILLIAMS, Richard Norris III",USA,Men,mixed doubles,X,Gold
Paris,1924,Tennis,Tennis,"RICHARDS, Vincent",USA,Men,mixed doubles,X,Silver
Paris,1924,Tennis,Tennis,"BOUMAN, Cornelia",NED,Women,mixed doubles,X,Bronze
Paris,1924,Tennis,Tennis,"WIGHTMAN, Hazel Virginia",USA,Women,mixed doubles,X,Gold
Paris,1924,Tennis,Tennis,"JESSUP, Marion",USA,Women,mixed doubles,X,Silver
Paris,1924,Tennis,Tennis,"DE MORPURGO, Umberto",ITA,Men,singles,M,Bronze
Paris,1924,Tennis,Tennis,"RICHARDS, Vincent",USA,Men,singles,M,Gold
Paris,1924,Tennis,Tennis,"COCHET, Henri",FRA,Men,singles,M,Silver
Paris,1924,Tennis,Tennis,"MAC KANE, Kathleen",GBR,Women,singles,W,Bronze
Paris,1924,Tennis,Tennis,"WILLS-MOODY, Helen",USA,Women,singles,W,Gold
Paris,1924,Tennis,Tennis,"VLASTO, Julie P.",FRA,Women,singles,W,Silver
Paris,1924,Weightlifting,Weightlifting,"REINMANN, Arthur",SUI,Men,"- 60kg, one-two hand 5 events (featherweight)",M,Bronze
Paris,1924,Weightlifting,Weightlifting,"GABETTI, Pierino",ITA,Men,"- 60kg, one-two hand 5 events (featherweight)",M,Gold
Paris,1924,Weightlifting,Weightlifting,"STADLER, Andreas",AUT,Men,"- 60kg, one-two hand 5 events (featherweight)",M,Silver
Paris,1924,Weightlifting,Weightlifting,"TAMMER, Harald",EST,Men,"+ 82.5kg, one-two hand 5 events (heavyweight)",M,Bronze
